id,newid,infiniumid,chr,start,stop,pval,qval,mdiff,gene,gene-distance,gene-strand,feature-type,gene-type,in-promoter,in-exon,in-intron
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.79126,CpG001133,,12,40562049,40562049,1.93184967544017e-06,0.000842515505574472,-30.8443708609272,Dock4,65716,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.80877,CpG009942,,12,57243449,57243449,0.000150535768175037,0.0371954477643484,10.3448275862069,Slc25a21,809,-,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.81403,CpG009943,,12,61568386,61568386,0.000214148370321783,0.0494769598227322,15.6727207011837,Gm20063,193,-,lnc_RNA,ncRNA_gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.85535,CpG009944,,12,84598158,84598158,0.000192248044416665,0.0456242316314057,21.4567901234568,Vsx2,-18378,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.87175,CpG008695,,12,100135116,100135116,8.61376099191761e-05,0.0232741432043635,33.1240188383046,Nrde2,-9205,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.89510,CpG009945,,12,110136925,110136925,5.26140621158592e-05,0.0150300363283556,15.0375939849624,3110009F21Rik,-12415,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.89779,CpG009946,,12,110782001,110782001,8.32987637056706e-05,0.0225865129527645,-28.2894736842105,Wdr20,21465,+,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.91290,CpG009947,,12,115649050,115649050,4.51433795778639e-06,0.00178263204739207,-13.0354978354978,Gm44782,-3410,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.97223,CpG009948,,13,48951008,48951008,3.72173821710751e-05,0.0112951654776954,-27.6593543046358,Rpl17-ps6,-33952,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.98183,CpG009949,,13,53388756,53388756,0.000111433007354651,0.02900734467288,-31.5646258503401,Ror2,40939,-,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.99896,CpG009950,,13,56611414,56611414,3.6560108800513e-05,0.0111379773812626,-20.6965174129353,Il9,18646,-,mRNA,gene,No,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.100485,CpG009951,,13,58601623,58601623,4.23315781721759e-05,0.0125595816269806,30.545320560059,Gm47918,10790,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.102119,CpG009952,,13,72110916,72110916,2.19811527105892e-05,0.00708524201836882,10.7692307692308,Irx1,927,-,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.109146,CpG009953,,14,14678277,14678277,2.09622774962317e-05,0.0067910082528753,11.5049751243781,Gm26661,42,-,unconfirmed_transcript,gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.110516,CpG007176,,14,25979371,25979371,1.72264969435056e-05,0.00576046343416849,-14.0420638169308,Duxbl1,-136,+,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.116107,CpG007178,,14,61988767,61988767,0.000200700375474513,0.0470717503737498,-20.1811701811702,Gm37820,67810,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.116206,CpG007179,,14,62824966,62824966,1.76542536154728e-05,0.0058866338873568,-27.3241515002459,Gm4131,-20597,-,transcript,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.117705,CpG007181,,14,70547498,70547498,5.11861541661266e-05,0.0146676081083038,-22.4662592309651,Slc39a14,1192,-,lnc_RNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.123182,CpG009954,,15,11527839,11527839,8.98626184158617e-05,0.0242125218053206,-17.5066312997347,Gm49107,-102976,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.128617,CpG009955,,15,72489030,72489030,0.000104757144524482,0.0274930585287434,13.1782945736434,Gm49460,28900,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.132159,CpG009956,cg33566295_BC21,15,80273595,80273595,1.37796009442054e-05,0.00473137134784413,-31.8425760286225,Cacna1i,68,+,mRNA,gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.132184,CpG009957,,15,80555605,80555605,0.000208359158822774,0.0484893099403967,-13.3858267716535,Fam83f,-443,+,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.134708,CpG009958,,15,87746396,87746396,0.000171679910104639,0.0416959121976784,17.3629829290207,Mir6393,-66253,-,miRNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.135500,CpG009959,,15,90445407,90445407,0.000213685183058566,0.0493996499184062,-27.0860077021823,Gm6746,-143,+,pseudogenic_transcript,pseudogene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.138685,CpG009960,,15,100612716,100612716,8.21486979894478e-05,0.0223061555348572,-27.8897136797455,Galnt6,5643,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.140090,CpG002054,,16,3507605,3507605,4.4563692899549e-06,0.00176508935341687,-32.9545454545454,Mefv,28345,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.140629,CpG009134,,16,4950968,4950968,5.98128578760988e-05,0.0168732183853285,-31.9428664177893,Ppl,-684,-,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.140838,CpG007185,,16,8321113,8321113,2.09726603651975e-06,0.000899344319033886,-17.3878205128205,Abat,-10180,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.143120,CpG009961,,16,18407688,18407688,9.2236883398687e-07,0.000438605164174501,30.9074744395758,Tbx1,-131,-,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.150095,CpG009962,,16,90754090,90754090,9.9021591902155e-05,0.0261903901336551,-32.1052631578947,Synj1,-1793,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.152868,CpG009963,,17,9888643,9888643,2.55806118818833e-05,0.00806945346864372,-13.3646616541353,Pabpc6,4,-,mRNA,gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.154702,CpG009964,,17,24627186,24627186,6.49955426682986e-05,0.0181487041769202,-13.1321189558126,D330041H03Rik,5413,-,lnc_RNA,ncRNA_gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.156362,CpG002286,,17,27359424,27359424,0.000119273330969536,0.0306897252753584,31.6335203127656,Gm50316,903,+,lnc_RNA,ncRNA_gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.159210,CpG009965,,17,34339944,34339944,4.74276183037941e-05,0.0137630514216313,10.1449275362319,Brd2,-60,-,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.160743,CpG006414,,17,40156954,40156954,0.000104832206312817,0.0274939781300434,21.4880266359329,Rn18s-rs5,-290,+,rRNA,ncRNA_gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.161266,CpG009966,,17,45623335,45623335,2.74083638027376e-05,0.00854083860392136,-18.2988890957612,ENSMUSG00000121197,14311,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.168878,CpG009967,,17,86107937,86107937,0.000179803473595721,0.0431506385720173,-22.5200458190149,Gm29418,23536,-,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.171219,CpG006130,,18,12379916,12379916,0.000129635303737154,0.0327903458374111,29.8,ENSMUSG00000120636,-9329,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.176003,CpG009968,,18,53234361,53234361,1.71826446516895e-05,0.00575080447592784,-11.7647058823529,ENSMUSG00000120074,-67646,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.176723,CpG009969,,18,58922215,58922215,0.00017292628756586,0.0419720889522507,-26.0188087774295,Gm50227,10720,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.179819,CpG009970,,18,76278994,76278994,9.90437557761485e-05,0.0261903901336551,-25.2252252252252,Mir6358,-24629,+,miRNA,ncRNA_gene,No,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.180193,CpG009971,,18,77540475,77540475,5.19443925157665e-05,0.0148497753746245,-23.5086992543496,Loxhd1,12085,+,transcript,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.181610,CpG009972,,18,87250628,87250628,0.000138645199422376,0.0347944621440957,17.0454545454545,Gm5234,573,+,pseudogenic_transcript,pseudogene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.182074,CpG009973,,19,4092330,4092330,0.00015493989923312,0.0380633494313148,-24.9799196787149,Gstp2,-68,-,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.182578,CpG009974,,19,4799626,4799626,0.000198942609562847,0.0467885700271074,11.9718309859155,Rbm4b,-6899,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.183533,CpG009975,,19,6079970,6079970,7.34739244478829e-05,0.0202221953070229,-34.7470238095238,Gm19505,-2076,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.186035,CpG009976,,19,15995579,15995579,0.000208608396929454,0.0485158530620884,15.5963302752294,Rpl37-ps1,-7236,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.187215,CpG009977,,19,24533700,24533700,0.000196372611514525,0.0463739238207676,11.4488348530902,Gm50341,34,+,lnc_RNA,ncRNA_gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.187633,CpG006421,,19,26736030,26736030,2.19094953310782e-05,0.00706807410156877,27.6649746192893,Smarca2,5032,+,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.189829,CpG009978,,19,40135561,40135561,3.12753536702868e-05,0.00964057359689837,-18.1998984427894,Cyp2c70,40170,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.190241,CpG009979,,19,41600788,41600788,0.000121210121306023,0.0310269206553696,20.3223880597015,Slit1,-3820,-,lnc_RNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.191580,CpG009980,,19,44750154,44750154,9.06944391182306e-05,0.0243853454322965,18.666017526777,Pax2,1802,+,mRNA,gene,No,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.191728,CpG009981,,19,45042826,45042826,9.32991548650592e-05,0.0249807969971846,-26.3270015977277,Gm35867,-4338,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.191876,CpG009982,,19,45179889,45179889,5.49904718754517e-05,0.0156507141478927,-14,Tlx1os,-32147,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.199408,CpG009983,,2,28802208,28802208,0.000176974758502428,0.0427118857756751,-16.4948453608247,Barhl1,300,-,transcript,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.200769,CpG009984,,2,31442799,31442799,5.40444329497106e-05,0.0154042853068169,-24.0543735224586,Gm13426,-93,-,pseudogenic_transcript,pseudogene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.201848,CpG009985,,2,33506186,33506186,0.000177555810952682,0.0427848421885012,-10.5590062111801,Gm38011,1778,+,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.208865,CpG009986,,2,90720738,90720738,0.000206247436249967,0.0480560847209199,-11.5596775171243,Gm32514,2805,-,pseudogenic_transcript,pseudogene,No,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.214008,CpG009987,,2,125188298,125188298,0.00019474411411662,0.0460743054470073,-17.2043010752688,Gm14003,-62401,-,lnc_RNA,ncRNA_gene,No,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.216148,CpG009988,,2,135500539,135500539,0.000177439156763739,0.0427848421885012,11.5384615384615,Plcb4,-392,+,transcript,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.217024,CpG009346,,2,145702544,145702544,0.000142548899800919,0.0356809140563281,-15.1048352588789,Rin2,-2020,+,transcript,gene,No,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.217027,CpG009989,,2,145702567,145702567,1.50759132167265e-05,0.00512608338833494,-11.9295546878081,Rin2,-1997,+,transcript,gene,No,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.217284,CpG009990,,2,147025120,147025120,2.72112667012973e-05,0.0084863029713718,27.9864921907978,Nkx2-2os,-883,+,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.217498,CpG009991,,2,148249246,148249246,4.7616042787399e-05,0.0137867804095179,17.0405982905983,Thbd,863,-,mRNA,gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.218651,CpG009351,,2,152973163,152973163,3.70637015957292e-05,0.0112574168175875,-35.2514506769826,Hck,22777,+,mRNA,gene,No,Yes,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.220370,CpG008703,,2,157756911,157756911,1.41013272615461e-05,0.00481601632900042,24.8142519419115,Vstm2l,340,+,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.224230,CpG009992,,2,170339230,170339230,9.69377855653773e-05,0.0257397926970001,17.2972972972973,Cyp24a1,-166,-,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.224759,CpG009993,,2,173327871,173327871,9.64182080947675e-05,0.0256550192109625,-21.0594315245478,1700021F07Rik,-36508,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.224920,CpG003314,,2,174127827,174127827,0.000178765367250903,0.0429820467222323,18.5780907966118,Gm56457,-574,+,ncRNA,ncRNA_gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.227913,CpG009994,,3,23318388,23318388,0.000133996736026263,0.0338045218802483,-14.6341463414634,Gm37492,111094,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.228890,CpG009995,,3,32878583,32878583,1.70400490136176e-05,0.00570805176764514,22.6153619342474,Usp13,6725,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.229685,CpG009996,,3,37654248,37654248,7.18886373677658e-06,0.00266612788861934,-27.8504672897196,Gm12565,-28,-,pseudogenic_transcript,pseudogene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.236489,CpG009997,,3,95125414,95125414,0.000175121754402763,0.0424245649920726,13.4615384615385,Gabpb2,-188,-,lnc_RNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_ESR1_FemaleCpG.239293,CpG009998,,3,107507891,107507891,9.49203842234712e-05,0.0253795081224574,-21.6654736339776,Alx3,141,+,mRNA,gene,Yes,Yes,No
