id,newid,infiniumid,chr,start,stop,pval,qval,mdiff,gene,gene-distance,gene-strand,feature-type,gene-type,in-promoter,in-exon,in-intron
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.160645,CpG006414,,17,40156954,40156954,6.0990074211342e-15,1.00431115045523e-10,37.4800637958533,Rn18s-rs5,-290,+,rRNA,ncRNA_gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.160646,CpG006415,,17,40156966,40156966,4.46951912124924e-14,6.26951569851297e-10,33.9191898824926,Rn18s-rs5,-278,+,rRNA,ncRNA_gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.160648,CpG008700,,17,40157025,40157025,3.48507166992145e-14,5.07662780948917e-10,10.3709512958975,Rn18s-rs5,-219,+,rRNA,ncRNA_gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.160659,CpG006417,,17,40159417,40159417,4.96980124384736e-18,1.71113113662744e-13,13.2257527028769,AY036118,302,-,pseudogenic_transcript,pseudogene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.160660,CpG008701,,17,40159423,40159423,2.09751907275498e-17,6.1108204732684e-13,10.1505199615694,AY036118,296,-,pseudogenic_transcript,pseudogene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.160661,CpG006418,,17,40159427,40159427,4.88663249091033e-20,2.64392174656427e-15,13.3003712896625,AY036118,292,-,pseudogenic_transcript,pseudogene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.160665,CpG008702,,17,40159441,40159441,7.80425356517937e-17,2.11125307203485e-12,10.077690224231,AY036118,278,-,pseudogenic_transcript,pseudogene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.160666,CpG006419,,17,40159443,40159443,1.35499101005465e-17,4.27653594300792e-13,12.9451217967814,AY036118,276,-,pseudogenic_transcript,pseudogene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.171134,CpG006130,,18,12379916,12379916,5.91475845804187e-13,6.40038248916018e-09,51.9230769230769,ENSMUSG00000120636,-9329,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.175642,CpG002599,,18,49872967,49872967,4.19718338515152e-10,3.61278591641838e-06,37.9170879676441,Dtwd2,-5795,-,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.187597,CpG006421,,19,26736030,26736030,1.06687187639525e-06,0.00524757314059618,30.8411214953271,Smarca2,5032,+,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.193338,CpG002832,,19,50414836,50414836,1.43521126256892e-06,0.00662886142252407,16.5704960074605,Sorcs1,-173721,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.220449,CpG008703,,2,157756911,157756911,7.19939019943584e-06,0.0254829025574687,25.5283697272648,Vstm2l,340,+,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.222275,CpG008704,,2,165076584,165076584,4.6068558579717e-06,0.0178039147888724,23.3465234595817,Cdh22,190,-,mRNA,gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.222277,CpG003227,,2,165076603,165076603,9.72282212890777e-06,0.0325111760424461,28.6328725038402,Cdh22,171,-,mRNA,gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.225939,CpG003361,,2,180204142,180204142,1.42354984674175e-05,0.0431320027914327,32.2171696293234,Mrgbp,-18955,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.232292,CpG008705,,3,62066746,62066746,1.57070093923862e-05,0.0461148448546352,11.9230769230769,Gm37404,36120,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.236049,CpG008706,,3,92119190,92119190,1.67186988881039e-05,0.0483357140924335,14.2000218126295,Sprr2a1,-3916,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.244945,CpG008707,,3,154062012,154062012,2.08770455088574e-06,0.00908838558158451,10.6481481481482,AI606473,24380,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.245420,CpG008708,,4,4021667,4021667,1.19588021350701e-05,0.0374316756272672,-29.053613053613,Sdr16c5,-2005,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.255480,CpG006214,,4,98811179,98811179,6.25844653283253e-21,4.74060205798215e-16,46.5550906555091,Usp1,-868,+,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.266529,CpG006219,,4,134985550,134985550,1.89170886685885e-06,0.00842892777482476,29.7514968473481,Clic4,14576,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.269099,CpG008709,,4,140596577,140596577,5.00804070892588e-06,0.0189672692469639,35.2616645649433,4930515B02Rik,-3427,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.271188,CpG006228,,4,148966997,148966997,4.19866854652687e-06,0.0165644613310707,21.5451902963788,Casz1,-6841,+,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.281364,CpG008710,,5,48543324,48543324,2.39478069699913e-06,0.0103067095014681,28.5947712418301,5730480H06Rik,5865,+,lnc_RNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.282960,CpG008711,,5,66272488,66272488,1.26995358555414e-05,0.0394243894810231,32.1479374110953,Rbm47,-16955,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.288954,CpG006436,,5,110628539,110628539,9.93566589116504e-06,0.0327217179868231,-29.4689426268374,Gm32996,1529,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.293589,CpG006439,,5,122822209,122822209,1.95824471067051e-06,0.00862393490358714,24.0384615384615,Mir8115,1551,+,miRNA,ncRNA_gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.298402,CpG008712,,5,138978956,138978956,9.78589546734698e-06,0.0325111760424461,10.3152412280702,Pdgfa,1081,-,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.309943,CpG006267,,6,67569489,67569489,2.41805290843278e-18,9.15804467921056e-14,-28.7811232160142,Igkv1-136,-1507,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.321419,CpG008713,,7,3415311,3415311,5.4882525050712e-06,0.020180588104284,12.7039627039627,Gm44257,23286,-,lnc_RNA,ncRNA_gene,No,Yes,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.325762,CpG006280,,7,27033114,27033114,3.65623869758102e-22,3.46187600295394e-17,-41.8576838748256,Ltbp4,-27,-,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.334717,CpG008714,,7,80446740,80446740,1.53401763917282e-05,0.045389703158894,22.5856697819315,Iqgap1,6272,-,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.334719,CpG006458,,7,80446791,80446791,1.73736628018541e-07,0.000982095100097374,27.7487630566245,Iqgap1,6221,-,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.335659,CpG006459,,7,83801172,83801172,2.75101015581996e-15,5.20953735795017e-11,35.1778138584822,Abhd17c,-72,-,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.335660,CpG006460,,7,83801175,83801175,2.75101015581996e-15,5.20953735795017e-11,35.1778138584822,Abhd17c,-75,-,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.335661,CpG006461,,7,83801177,83801177,4.09086242937036e-15,7.04253725158627e-11,34.677630545226,Abhd17c,-77,-,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.335662,CpG006462,,7,83801180,83801180,2.75101015581996e-15,5.20953735795017e-11,35.1778138584822,Abhd17c,-80,-,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.335663,CpG006463,,7,83801184,83801184,2.75101015581996e-15,5.20953735795017e-11,35.1778138584822,Abhd17c,-84,-,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.335664,CpG006464,,7,83801189,83801189,3.09522661119376e-15,5.58226069663985e-11,35.1460697772173,Abhd17c,-89,-,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.335723,CpG008715,,7,84245550,84245550,6.45072064290784e-06,0.0230483228159789,-28.003613369467,Fah,5759,-,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.340267,CpG006465,,7,120144303,120144303,4.17133783211491e-06,0.0165644613310707,22.9609929078014,ENSMUSG00000121475,-7938,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.346434,CpG008716,,8,4044401,4044401,3.81686660941611e-06,0.0155439357625643,-20.0325397007264,Gm7389,-225,+,pseudogenic_transcript,pseudogene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.354979,CpG008717,,8,71286488,71286488,4.09337530000254e-06,0.0164926586248188,23.6034036256012,Arrdc2,2744,-,lnc_RNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.359427,CpG006471,cg45987680_BC21,8,91554872,91554872,1.88936726110875e-06,0.00842892777482476,29.1683326669332,Chd9,-108,+,mRNA,gene,Yes,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.368221,CpG008718,,8,127970676,127970676,3.52483614646871e-06,0.0146701481550544,37.9710144927536,Pard3,-55390,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.383709,CpG008719,,9,98855772,98855772,1.4334878333704e-06,0.00662886142252407,16.1764705882353,Faim,-12654,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.390044,CpG005961,,9,123725553,123725553,4.39218004017292e-06,0.0171492589627783,-15.008576329331,ENSMUSG00000120693,539,+,lnc_RNA,ncRNA_gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.391644,CpG008720,,X,109989023,109989023,1.14276010918436e-05,0.0360670635074211,-33.9304347826087,Pou3f4,131139,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.391704,CpG006476,,X,117109844,117109844,1.66773892807439e-05,0.0483357140924335,24.1374321880651,Gm14910,32841,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.392315,CpG005859,,X,168762074,168762074,9.75879702874303e-06,0.0325111760424461,-23.5867446393762,G530011O06Rik,-162,-,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.392316,CpG005861,,X,168762249,168762249,2.46946651154719e-07,0.0013554734303315,-28.4952978056426,Mid1,-198,+,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.392318,CpG005863,,X,168763901,168763901,3.44329191420371e-13,3.9518173315185e-09,-27.0281020319931,Mid1,1456,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_ESR2_MaleCpG.392319,CpG005867,,X,168781275,168781275,9.08320928175614e-07,0.00452650169279215,-40.0838407026649,Gm15247,-11341,-,lnc_RNA,ncRNA_gene,No,No,Yes
