id,newid,chr,start,stop,pval,qval,mdiff,gene,gene-distance,gene-strand,feature-type,gene-type,in-promoter,in-exon,in-intron
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1022,CpGTile000154,1,132058001,132059000,0.000591199638659215,0.00466407853750442,-12.522824102252,Gm29629,-8242,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1032,CpGTile008170,1,132265001,132266000,2.01760807301945e-07,5.68930804074416e-06,-14.6336117139037,F730311O21Rik,-3731,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1034,CpGTile000157,1,132317001,132318000,1.13277815634617e-05,0.000181226290895372,-10.5940775779722,Tmcc2,57,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1038,CpGTile005790,1,132523001,132524000,0.000117981317234553,0.00128455635019678,-13.2874091083046,Nfasc,-8124,-,transcript,gene,No,Yes,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1046,CpGTile005454,1,132848001,132849000,1.98395305415124e-06,4.10720831778652e-05,-10.4855651398924,Gm55923,2483,-,miRNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1110,CpGTile005793,1,134920001,134921000,0.00342697560783626,0.0190485384476826,-10.168994822702,Ube2t,20309,+,lnc_RNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1114,CpGTile000168,1,135031001,135032000,0.00291173127761272,0.0168330966999809,-12.0866127184717,Lgr6,1015,-,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1129,CpGTile000171,1,135591001,135592000,4.09689138181312e-10,2.299503621451e-08,-16.7745358090186,ENSMUSG00000120094,-22650,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1130,CpGTile004392,1,135601001,135602000,1.83881065039551e-18,4.5520505492193e-16,-17.0540353506582,ENSMUSG00000120094,-12650,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1168,CpGTile005795,1,136624001,136625000,1.67119491209166e-14,2.41119964633933e-12,-12.5451942408626,Platr22,54,+,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1177,CpGTile000176,1,137150001,137151000,5.28862773366481e-05,0.000654610652120903,-10.1848855085363,Gm25609,-6617,-,snRNA,ncRNA_gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1181,CpGTile000178,1,138488001,138489000,4.22072386202959e-09,1.84158532427709e-07,-13.4118369192996,Gm37080,-5556,-,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1182,CpGTile000179,1,138504001,138505000,3.70505246081449e-05,0.000486782550176713,-12.8335991493886,Gm37101,-4908,-,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1222,CpGTile000185,1,151597001,151598000,0.000124667496253537,0.00134182372689048,-13.1779331779332,2810414N06Rik,32770,-,lnc_RNA,ncRNA_gene,No,Yes,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1226,CpGTile005799,1,151916001,151917000,0.000193253152720184,0.00193562920434394,-13.5327437559872,1700025G04Rik,14044,-,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1232,CpGTile000187,1,152322001,152323000,0.00142902415538743,0.00948821864518751,-12.7400468384075,Btf3-ps14,-38726,-,pseudogenic_transcript,pseudogene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1261,CpGTile008171,1,154077001,154078000,0.000228600362741037,0.0022151381143548,-15.3690212226798,Zfp648,70,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1276,CpGTile005806,1,155315001,155316000,4.22772770083716e-05,0.0005415368339475,-16.3536002636349,Xpr1,-21841,-,mRNA,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1314,CpGTile005807,1,158790001,158791000,0.00178171137384396,0.0113003344646756,-11.1249467291711,Pappa2,-2051,-,transcript,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1340,CpGTile005809,1,162702001,162703000,0.000255249683104843,0.0024214881924942,-16.1599133931333,Fmo2,5301,-,transcript,gene,No,Yes,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1355,CpGTile005811,1,164366001,164367000,2.73085215914767e-07,7.42464601637993e-06,-20,Gm26685,35125,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1361,CpGTile005812,1,165149001,165150000,0.00321518340244986,0.0181511525842938,-12.4350503560203,Gpr161,18811,+,mRNA,gene,No,Yes,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1388,CpGTile008172,1,166209001,166210000,1.27216648455805e-05,0.00019826606214607,-15.4338393094914,Gm15853,-940,-,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1406,CpGTile000205,1,167259001,167260000,0.000340699651843102,0.00303649422421043,-10.2729306487696,Lrrc52,34350,-,mRNA,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1410,CpGTile004393,1,167411001,167412000,6.72185693440465e-06,0.00011626544151837,-13.9185211350524,Rxrg,-13953,+,mRNA,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1425,CpGTile004641,1,169047001,169048000,5.54894880258615e-07,1.35371535414582e-05,-16.75,Gm37839,127202,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1436,CpGTile005816,1,170376001,170377000,2.50685713603585e-07,6.89536310419627e-06,-10.9874034359507,Nos1ap,7680,-,lnc_RNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1454,CpGTile000211,1,170943001,170944000,3.66011859494917e-08,1.27521982464887e-06,-14.7219618869103,Cfap126,1445,+,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1457,CpGTile004394,1,171020001,171021000,1.42207429515482e-07,4.16998868747452e-06,-17.2060971553357,Pcp4l1,2838,-,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1463,CpGTile000213,1,171104001,171105000,0.000573447208075238,0.00455774929787349,-14.4255744255744,Ppox,2402,-,lnc_RNA,gene,No,Yes,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1465,CpGTile000215,1,171110001,171111000,0.00558709052137226,0.0276912883482303,-10.2908689248895,Usp21,0,-,lnc_RNA,gene,Yes,Yes,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1487,CpGTile000221,1,172127001,172128000,0.000469439156995013,0.00388680398065752,-13.8177830940989,Atp1a2,-1371,-,lnc_RNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1559,CpGTile000230,1,179698001,179699000,4.40103422082077e-13,5.07362364848935e-11,-19.9623221432812,Gm37070,53977,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1565,CpGTile000233,1,180139001,180140000,0.00305095094390544,0.0174237869990435,-10.8457855354003,Gm5069,15750,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1569,CpGTile004642,1,180181001,180182000,4.03472372044286e-07,1.02691737321551e-05,-20.8522727272727,Gm37033,-3214,+,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1586,CpGTile000235,1,180599001,180600000,2.65366535295869e-06,5.24877517255369e-05,-14.4908752327747,Gm38293,-2781,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1608,CpGTile008173,1,181367001,181368000,6.45979242737301e-05,0.000774701934174047,-10.369130919785,Ccdc121rt1,-27986,-,mRNA,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1616,CpGTile004643,1,181929001,181930000,3.88128794291144e-08,1.34036297303902e-06,-16.2555344718533,Srp9,-22302,+,mRNA,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1638,CpGTile005825,1,182900001,182901000,6.31231270946369e-05,0.00075972709782358,-14.0175354694723,Disp1,28026,-,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1652,CpGTile004395,1,184395001,184396000,0.000152593368180221,0.00159494904193997,-15.4432905004987,Gm38358,-31231,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1678,CpGTile008174,1,185447001,185448000,0.00114490525406295,0.0079426151728228,-11.8251048173184,Gm38093,-29000,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1679,CpGTile005831,1,185927001,185928000,1.62451110562939e-05,0.000244759693226881,-12.1206579495464,Gm37272,12549,+,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1682,CpGTile000247,1,186407001,186408000,2.62307046637667e-08,9.46141370927005e-07,-22.8263882472512,Gm26169,-939,+,snoRNA,ncRNA_gene,Yes,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1698,CpGTile005461,1,187393001,187394000,3.20887868846478e-07,8.5464600374108e-06,-10.811408939778,Gm37929,1559,-,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1706,CpGTile005833,1,188598001,188599000,8.55280231062081e-11,5.52587073162773e-09,-15.2465455367487,Ush2a,-86941,+,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1717,CpGTile004644,1,189525001,189526000,3.17954786727373e-05,0.000429497131208038,-10.5782044794265,Ptpn14,6134,+,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1758,CpGTile005837,1,191142001,191143000,0.00675244352482629,0.0319485218452304,-11.4496833216045,Gm2272,2140,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1764,CpGTile000261,1,191365001,191366000,4.9031446493514e-05,0.000615316824449071,-15.2683647576527,Gm37349,35244,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1771,CpGTile007547,1,191656001,191657000,0.00514167897440833,0.0259485271284743,-12.1032423208191,ENSMUSG00000120472,-3729,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1773,CpGTile008175,1,191760001,191761000,8.74634375822392e-06,0.000145058767290036,-13.1561667821836,Gstp-ps,-1252,-,pseudogenic_transcript,pseudogene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1780,CpGTile005840,1,192029001,192030000,3.81356829821388e-07,9.80176092735365e-06,-14.2919660954487,Kcnh1,-87048,+,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1808,CpGTile005841,2,4084001,4085000,0.00164227978467652,0.0106486183576988,-15.0116959064327,Gm13188,2230,-,pseudogenic_transcript,pseudogene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1825,CpGTile000269,2,5303001,5304000,1.51601421574871e-05,0.000231063325003769,-19.1275056418426,Gm13197,14542,+,pseudogenic_transcript,pseudogene,No,Yes,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1826,CpGTile004396,2,5662001,5663000,2.62177624029342e-06,5.21200171141527e-05,-15.8124439577531,Camk1d,17858,-,mRNA,gene,No,No,Yes
HDM_ESR2_Female-v-HDM_WT_FemaleCpGTile.1841,CpGTile005843,2,6408001,6409000,0.00425396169731428,0.0224775659446197,-11.9957294288111,Usp6nl,-16733,+,transcript,gene,No,No,Yes
