id,newid,chr,start,stop,pval,qval,mdiff,gene,gene-distance,gene-strand,feature-type,gene-type,in-promoter,in-exon,in-intron
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.7271,CpGTile004684,3,37740001,37741000,5.0160092434661e-11,1.55262408783128e-07,12.3121397007694,Gm43414,-21170,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.7828,CpGTile006005,3,86011001,86012000,0.000138414561365644,0.0248968082072155,10.8604768214642,Gm25188,3162,+,snoRNA,ncRNA_gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.8028,CpGTile007810,3,90544001,90545000,1.56896078666604e-05,0.00607057870111974,-11.8676572740177,Gm19739,14174,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.9432,CpGTile007811,4,22370001,22371000,0.00013941765419602,0.0248968082072155,-10.9184977532259,Fbxl4,12387,+,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.9496,CpGTile006056,4,31553001,31554000,2.29777376078064e-05,0.00767523560950081,12.0354616863857,Gm11922,172531,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.9666,CpGTile000820,4,43019001,43020000,0.000131440373700341,0.0246080020846375,11.1801242236025,Pigo,0,-,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.9829,CpGTile007812,4,46855001,46856000,0.000388537969991712,0.0461982724529027,-11.3620400061078,ENSMUSG00000120168,731,+,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.10312,CpGTile007813,4,88796001,88797000,0.000335069208705296,0.0428793877594591,10.3152454780362,Ifne,1439,-,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.11013,CpGTile000932,4,123259001,123260000,0.000344614669187248,0.0434617979411836,12.7421351063524,Macf1,243,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.11038,CpGTile006105,4,123850001,123851000,7.50597510640125e-05,0.0176011555099896,10.0085054070087,Gm12902,29976,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.11761,CpGTile004719,4,136898001,136899000,3.57230262374531e-06,0.00184291363692983,23.2718894009217,Gm13003,-5625,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.12096,CpGTile004722,4,141907001,141908000,7.62386884238702e-14,3.2179699309517e-10,13.4049888801663,Gm13062,0,+,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.12169,CpGTile001061,4,146417001,146418000,1.47474447940907e-05,0.00585307091651821,13.0616851966815,Zfp992,-115480,+,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.12170,CpGTile001062,4,146418001,146419000,6.67285982328591e-09,9.99423503261008e-06,10.8161555426868,Zfp992,-114480,+,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.12171,CpGTile005051,4,146419001,146420000,9.41794474155869e-11,2.42930969519501e-07,18.6740354363305,Zfp992,-113480,+,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.12172,CpGTile001063,4,146421001,146422000,1.4957066187101e-28,2.31485829851987e-24,16.5748077394664,Zfp992,-111480,+,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.12374,CpGTile006167,4,151002001,151003000,0.00026016316900848,0.0369400357936653,10.2986075741509,Tnfrsf9,-1612,+,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.12601,CpGTile007814,4,155084001,155085000,1.92308003965455e-08,2.28945443055043e-05,11.9377460159743,Plch2,-3385,-,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.13531,CpGTile007815,5,61437001,61438000,0.000156551028628958,0.0267230652469987,11.1765817254328,Gm43382,58077,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.13647,CpGTile007754,5,67336001,67337000,0.00024094584041252,0.0351796540035584,10.3846680981315,Gm33167,51157,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.13792,CpGTile006217,5,76056001,76057000,0.00020059560197361,0.0312539126071945,10.9635460789553,Gm55393,-13487,+,miRNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.13844,CpGTile001208,5,77528001,77529000,3.25389327843989e-05,0.00993937250813274,11.5168719290723,Gm34648,-5446,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.14165,CpGTile004738,5,101099001,101100000,0.000351729304478173,0.0438301613061271,10.5512281015907,Gm36793,-37429,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.14483,CpGTile006234,5,112517001,112518000,2.35916674482788e-05,0.00782401821015438,11.7249857908913,Hps4,392,+,lnc_RNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.14564,CpGTile007816,5,114023001,114024000,2.07184194026646e-05,0.00717261111669905,11.477534562212,Coro1c,-1996,-,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.15155,CpGTile004748,5,124351001,124352000,0.000116674720369919,0.0227023768345129,16.2904728627999,Pitpnm2,2482,-,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.15319,CpGTile001346,5,129144001,129145000,0.000384668164239927,0.046031356131139,11.3235294117647,Adgrd1,-28814,+,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.15415,CpGTile007404,5,133249001,133250000,2.56275304111158e-05,0.00832089363756483,16.6000525133471,Gm42625,-222181,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.15436,CpGTile001357,5,134361001,134362000,6.60128443781874e-05,0.0159634394023838,12.2669200717981,Mir3965,5695,+,miRNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.15629,CpGTile004752,5,137572001,137573000,9.45847537945464e-09,1.29163995620298e-05,13.1081177903561,Tfr2,0,+,lnc_RNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.15968,CpGTile007817,5,145885001,145886000,0.000173429661718589,0.0286560487704011,15.3775174516569,Gm43624,-6862,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.16154,CpGTile006311,5,150183001,150184000,9.19062511217864e-05,0.0200527522582649,10.455843870478,Fry,0,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.18691,CpGTile007818,7,4541001,4542000,0.000183697240784176,0.0295123668608146,10.1006609049314,Dnaaf3,-5550,-,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.19752,CpGTile006397,7,44295001,44296000,9.66579527542195e-06,0.00431522558118862,10.4832606400988,Gm18256,151,+,pseudogenic_transcript,pseudogene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.20149,CpGTile001708,7,65313001,65314000,5.43058259943348e-07,0.000397634104956537,12.246381157173,Tarsl2,4223,+,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.22292,CpGTile006465,8,27611001,27612000,1.0285816917888e-05,0.00450538776302248,12.3636363636364,Brf2,3540,-,mRNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.22955,CpGTile006489,8,71197001,71198000,2.71948599876627e-08,2.93641627302445e-05,13.8513804341143,Pde4c,1275,+,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.24089,CpGTile007819,8,118292001,118293000,1.9104077582999e-05,0.00682310369231947,16.2192056309703,Gm55302,-18237,-,miRNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.24297,CpGTile006532,8,121984001,121985000,0.000151806594329219,0.0262021909855217,11.0013774909055,5033426O07Rik,-53661,-,lnc_RNA,ncRNA_gene,No,Yes,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.25063,CpGTile002133,9,32746001,32747000,0.000166677600033517,0.0280393154754673,17.3638918159466,Gm37167,4219,-,unconfirmed_transcript,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.26058,CpGTile002220,9,70174001,70175000,0.000366439705989235,0.0444167566445268,13.0922730237799,Myo1e,59353,+,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.26361,CpGTile006612,9,89756001,89757000,3.61573871764961e-05,0.010299323177678,11.2023460410557,Rasgrf1,-34961,+,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.26410,CpGTile002248,9,94098001,94099000,5.00908492419082e-05,0.013214324807448,18.7166946492445,Gm24200,-67549,+,snRNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.26581,CpGTile004377,9,102419001,102420000,1.86484091184061e-08,2.27854411993213e-05,20.8720539182715,Gm55758,-4965,+,rRNA,ncRNA_gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.27608,CpGTile007820,10,24096001,24097000,8.33251121198868e-05,0.0189646568908488,13.6518934702352,Moxd1,-2415,+,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.28113,CpGTile006665,10,60334001,60335000,0.000265196648995243,0.03733381855279,10.0758882373232,Cdh23,-91770,-,transcript,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.28179,CpGTile007821,10,61693001,61694000,4.49624113040421e-05,0.012067095270759,-12.6688384914171,Col13a1,-5698,-,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.28302,CpGTile002430,10,67417001,67418000,3.40322161461468e-05,0.0101065887371489,10.7489971723548,Gm32364,5290,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.28360,CpGTile002435,10,69875001,69876000,0.000106679586289763,0.0216509097142942,13.0278281911676,Ank3,44870,+,lnc_RNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.28854,CpGTile005064,10,81295001,81296000,9.49971590080731e-05,0.0203096933747711,-12.9550947220706,Gm16105,-993,+,lnc_RNA,ncRNA_gene,Yes,Yes,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.29171,CpGTile007822,10,95598001,95599000,0.000196652220554831,0.0308768220602759,-14.1277484776682,ENSMUSG00000121062,-10693,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.29318,CpGTile007823,10,110836001,110837000,2.45335091222687e-07,0.000203409342040407,10.1761045168608,Zdhhc17,4616,-,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.30758,CpGTile002652,11,57483001,57484000,1.37039761810037e-05,0.00563076499670811,11.1029231147138,Gm12243,19665,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.31020,CpGTile007824,11,65071001,65072000,0.000345804096253657,0.0434617979411836,-19.3328944481018,Myocd,984,-,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.31076,CpGTile002689,11,68366001,68367000,0.000208140117782961,0.0319998618649519,16.835565980685,Pik3r5,0,+,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.31266,CpGTile004881,11,70696001,70697000,9.33471054755191e-05,0.0202528587132182,11.0478407772866,Scimp,6386,-,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.32222,CpGTile006815,11,97697001,97698000,1.97887463385513e-05,0.00701368467035803,10.5835212822112,Lasp1,0,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.32608,CpGTile007450,11,103167001,103168000,6.63308802317159e-09,9.99423503261008e-06,-14.9190960606267,1700028N14Rik,-8431,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.32782,CpGTile002837,11,108355001,108356000,2.21635651385833e-05,0.00745692516399127,13.3713881592241,Cep112,-33127,+,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.33053,CpGTile007825,11,116250001,116251000,0.000137219257310292,0.0248968082072155,11.2394808158608,Rnf157,0,-,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.34316,CpGTile006894,12,69484001,69485000,7.6083323032724e-05,0.0177515241181903,11.3401149933658,5830428M24Rik,29167,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.34381,CpGTile007826,12,72110001,72111000,9.30151485375783e-07,0.000575826531184201,11.8923504952917,Gpr135,6900,-,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.34429,CpGTile002972,12,73429001,73430000,0.000278117843091538,0.0382042257703166,17.328990228013,D830013O20Rik,-10783,-,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.37341,CpGTile007827,13,101947001,101948000,0.000415255800767284,0.0477236435560477,12.3587973528069,Gm19108,30815,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.37496,CpGTile007463,13,112788001,112789000,1.02577087299698e-14,4.76266038011814e-11,11.7186945995794,Ddx4,0,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.37877,CpGTile007828,14,21901001,21902000,1.45229449533533e-07,0.000129673310454361,-17.7072505197505,Comtd1,-1957,-,mRNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.37956,CpGTile007829,14,25848001,25849000,1.62063520867972e-05,0.00621869346771199,18.7555163283319,Anxa11,5396,+,lnc_RNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.38035,CpGTile003307,14,29757001,29758000,4.14124700785709e-06,0.00208998206042905,11.4885412978644,Gm18760,-6694,-,pseudogenic_transcript,pseudogene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.38336,CpGTile003351,14,47985001,47986000,0.000332390800583996,0.0428793877594591,16.0694579681921,4930538L07Rik,8944,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.38734,CpGTile007830,14,63849001,63850000,0.000133074524605978,0.0246161682971246,13.2172387872714,Gm15918,-4181,-,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.39008,CpGTile007470,14,75430001,75431000,2.10171840035934e-05,0.00717521416952627,13.4558823529412,Lcp1,2234,+,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.39649,CpGTile003465,15,10814001,10815000,2.15616164856481e-05,0.00730735153425753,12.7951481453271,Gm19276,0,+,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.40241,CpGTile004950,15,63595001,63596000,0.000281449496961078,0.0385478383523544,10.1273508531573,4930449C09Rik,4760,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.40791,CpGTile007080,15,82091001,82092000,1.63909820768318e-09,2.71797961150055e-06,11.7641724284705,Shisa8,2142,-,mRNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.41432,CpGTile007831,15,99609001,99610000,0.000359599989714423,0.0440794055139957,-11.3557858376511,Smarcd1,3242,+,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.41484,CpGTile007832,15,100713001,100714000,0.000382409343245588,0.045879299698234,-13.5571342093081,Slc4a8,768,+,lnc_RNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.41695,CpGTile007833,16,3678001,3679000,0.000140188764692519,0.0249385932603925,-15.0646551724138,Zfp597,4689,-,transcript,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.42247,CpGTile004961,16,30318001,30319000,9.01635666093249e-09,1.26857571579683e-05,14.6184640522876,ENSMUSG00000120188,-10491,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.43077,CpGTile007834,16,93739001,93740000,0.000358249344530585,0.0440794055139957,12.1864406779661,Cldn14,0,-,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.45006,CpGTile003960,17,71159001,71160000,1.2511524251451e-80,5.80910829269069e-76,-14.1757819456551,ENSMUSG00000121122,0,+,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.45211,CpGTile003984,17,83603001,83604000,0.000226463836778491,0.033701056624059,10.9981288627644,Rpl21-ps7,7028,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.45315,CpGTile007835,17,86178001,86179000,0.000265348783990441,0.03733381855279,-11.9327894327894,Gm29418,-46530,-,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.45696,CpGTile007836,18,20969001,20970000,8.24945592633071e-05,0.0188681152032789,13.2032611401543,Trappc8,-3207,-,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.45869,CpGTile007837,18,34131001,34132000,0.000233484061011442,0.0344148542962236,-10.8524895713145,Epb41l4a,7973,-,mRNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.46454,CpGTile007266,18,64825001,64826000,0.000256704153992389,0.0368605963540545,16.6847826086956,Gm50352,-6821,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.46619,CpGTile007275,18,73755001,73756000,8.29044887606824e-07,0.000520170329415266,11.9376699494202,Gm54869,-1999,+,miRNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.47282,CpGTile005000,19,7153001,7154000,0.000177361291584302,0.0288943702365907,11.8578438734135,Otub1,23830,-,lnc_RNA,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.47477,CpGTile004172,19,15317001,15318000,1.21713442528064e-05,0.0052325578825466,-14.0007185997571,Gm24319,-339368,+,snRNA,ncRNA_gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.48265,CpGTile004232,19,47228001,47229000,0.000169150398798983,0.028149330708875,11.3456390023954,Neurl1a,10653,+,mRNA,gene,No,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.48471,CpGTile004255,19,57146001,57147000,9.06363952040494e-05,0.0200527522582649,11.3620681980057,Ablim1,-21845,-,transcript,gene,No,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.48506,CpGTile004260,19,58458001,58459000,0.000305030703397774,0.0405804986976161,13.534335281353,Gfra1,-13661,-,mRNA,gene,No,No,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.48702,CpGTile007334,X,13713001,13714000,1.26991259008984e-09,2.18378216749151e-06,11.4380516788134,Cask,-28,-,transcript,gene,Yes,No,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.49090,CpGTile007513,X,70536001,70537000,7.73826562219953e-07,0.000492175536745919,17.8483904465213,Cd99l2,0,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.49121,CpGTile007516,X,72867001,72868000,3.73542678146296e-06,0.00190589111926184,-10.5158960656753,Pdzd4,576,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.49265,CpGTile007342,X,92341001,92342000,0.000140800266279081,0.0249517744148367,10.2700315795108,Arx,10887,+,mRNA,gene,No,Yes,No
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.49794,CpGTile007359,X,165262001,165263000,2.47885458276434e-08,2.80715532954536e-05,13.0692139054181,Rab9,0,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.49820,CpGTile004316,X,168762001,168763000,3.68429337531507e-09,5.89868843815128e-06,12.3224133436966,Mid1,0,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Female-v-HDM_WT_FemaleCpGTile.49823,CpGTile004318,X,168781001,168782000,1.14392203285792e-10,2.79538785864218e-07,13.2846731161338,Gm55594,-10655,+,lnc_RNA,ncRNA_gene,No,No,Yes
