id,newid,chr,start,stop,pval,qval,mdiff,gene,gene-distance,gene-strand,feature-type,gene-type,in-promoter,in-exon,in-intron
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.3487,CpGTile005461,1,187393001,187394000,0.00016224138224165,0.0286452628685136,12.2608979287528,Gm37929,1559,-,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.3558,CpGTile005462,1,190116001,190117000,0.000151260323250804,0.0272625256304227,-16.574539826433,Gm29678,-18842,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.3777,CpGTile005463,2,7086001,7087000,0.000115208024562695,0.0231398982399922,10.8573121039688,Celf2,0,-,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.4031,CpGTile007736,2,24497001,24498000,3.16467110469592e-06,0.00164054175422452,-14.2809587217044,Cacna1b,0,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.4187,CpGTile005466,2,26978001,26979000,1.16878558207306e-05,0.00454417256728809,10.7491195050593,Adamtsl2,-8308,+,lnc_RNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.4466,CpGTile007737,2,31930001,31931000,4.826080593511e-05,0.0133344881471809,12.1739130434783,Nup214,-1530,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.4572,CpGTile005469,2,33517001,33518000,0.00015304079121666,0.0274285008348718,10.3989808520344,Lmx1b,4296,-,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.4588,CpGTile007738,2,33555001,33556000,8.6830623176346e-05,0.0193700658554456,-11.9401709401709,Gm13529,-12192,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.5454,CpGTile007739,2,79419001,79420000,0.000415777542777548,0.0490686926778501,14.275395377129,Itprid2,-45696,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.5589,CpGTile005474,2,90345001,90346000,0.000248726752506629,0.0372961394653128,-16.4245359160613,4933423P22Rik,35409,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.5680,CpGTile004519,2,92191001,92192000,3.57490557733538e-05,0.0108707510499021,22.9643313912179,Large2,4867,-,lnc_RNA,gene,No,Yes,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.5979,CpGTile007740,2,109138001,109139000,0.000390463742756836,0.0474406580527673,15.3246753246753,Kif18a,15635,+,lnc_RNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.6121,CpGTile005904,2,118385001,118386000,2.16850401393046e-16,7.37714387299682e-13,23.4768359898704,Bmf,-4834,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.6874,CpGTile005480,2,151816001,151817000,0.000153189023886381,0.0274285008348718,-11.5145924186515,Fam110a,-116,-,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.7273,CpGTile007379,2,162540001,162541000,1.47155268219597e-05,0.00539135791918885,-22.6084722120256,Gm14246,18628,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.7440,CpGTile000545,2,165091001,165092000,2.71126837094477e-05,0.00894409841311687,-17.9928315412186,Cdh22,-14229,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.7646,CpGTile007741,2,168101001,168102000,9.75957491439377e-05,0.0210803766816757,-20.9201388888889,Kcng1,9252,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.7650,CpGTile007742,2,168130001,168131000,0.000367678990194919,0.0451765532907737,-11.1510679369824,Gm14262,6042,-,lnc_RNA,ncRNA_gene,No,Yes,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.7820,CpGTile005488,2,171577001,171578000,8.489049768718e-07,0.000525078714396155,12.9050193050193,1700028P15Rik,226052,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.7951,CpGTile000602,2,174142001,174143000,6.92770237702728e-08,6.28472062660996e-05,10.6616031205362,Gnas,2351,+,mRNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.8197,CpGTile004407,3,5925001,5926000,2.54957142794437e-34,1.9825180458946e-30,33.3029470529471,Gm55270,-20101,+,miRNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.8530,CpGTile007381,3,31356001,31357000,7.22114992488368e-05,0.0173152397938511,-14.1304347826087,Slc7a14,7528,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.8813,CpGTile005983,3,50950001,50951000,9.32753140927475e-06,0.00387564000538552,-21.303932006424,Gm29230,31278,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.9183,CpGTile007743,3,72895001,72896000,6.19443739045347e-06,0.00283336752580959,-10.5838366407823,Sis,-19806,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.9574,CpGTile007744,3,91034001,91035000,0.000264328697623457,0.0386766973388874,-15.0377133783247,S100a7l2,-35892,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.10796,CpGTile004415,3,147705001,147706000,3.83258542003553e-05,0.0114468763541735,-15.6153196282737,Gm43574,-129880,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.11458,CpGTile005508,4,39743001,39744000,8.33957571310306e-05,0.0187575708529265,18.5605183985189,Gm12385,-23618,+,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.12054,CpGTile005510,4,63136001,63137000,0.000145471945495719,0.0267507240640638,16.5247410817031,Col27a1,2331,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.12233,CpGTile007388,4,82415001,82416000,8.57642951255871e-08,7.0383824499526e-05,-11.5896871945259,Nfib,1554,-,transcript,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.12495,CpGTile007745,4,100033001,100034000,0.000308252499109684,0.0416341368881711,-10.6491054571608,Gm12701,56185,+,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.12948,CpGTile004707,4,117161001,117162000,3.52317083296006e-10,5.79246102448487e-07,-11.7997526578854,Rnf220,-3777,-,lnc_RNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.13095,CpGTile007746,4,120374001,120375000,0.000356580004214317,0.0447020374469348,-12.5453720508167,Scmh1,0,+,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.13708,CpGTile007394,4,132752001,132753000,5.30116562181495e-05,0.0142845975470637,-17.6296296296296,Ahdc1,12488,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.13895,CpGTile007747,4,134844001,134845000,0.000285542709595189,0.0399548478037055,-28.5350567959264,Gm16225,2759,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.14128,CpGTile007748,4,137527001,137528000,4.7065277884682e-05,0.0132052583715718,-21.4083313471571,Alpl,-3307,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.14201,CpGTile006144,4,138554001,138555000,1.82793353228184e-07,0.000140136109632548,-17.4693251533742,Gm25280,0,-,snRNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.14362,CpGTile007749,4,140662001,140663000,0.000123580559411991,0.0242838976296467,-16.9911129919594,Padi2,10533,+,transcript,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.14439,CpGTile001049,4,141381001,141382000,2.04316723608566e-06,0.00112335423461101,13.2010982554461,Plekhm2,9430,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.14516,CpGTile007750,4,143586001,143587000,3.43442016216901e-05,0.0107757954649492,14.7727272727273,Pramel27,12924,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.14549,CpGTile005372,4,146207001,146208000,8.03022668264079e-06,0.00343262160524131,21.3700234192037,Gm13166,61,+,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.14610,CpGTile001069,4,148070001,148071000,0.000327863652790415,0.0429049273166676,14.8004370830458,Nppb,0,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.14758,CpGTile001078,4,150204001,150205000,0.000245224699094996,0.0371237349580887,-11.0356589147287,Slc2a5,263,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.14909,CpGTile007397,4,152433001,152434000,7.71231170636573e-08,6.88181105629674e-05,21.107726629199,Gm13645,4099,-,lnc_RNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.15451,CpGTile007751,5,24795001,24796000,4.12911920574124e-05,0.0119861599429992,-11.4492655824729,Mir671,-1112,+,miRNA,ncRNA_gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.15523,CpGTile006189,5,28026001,28027000,0.000126365270717624,0.0244865153181237,13.6127191878513,Gm20239,35,+,pseudogenic_transcript,pseudogene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.16068,CpGTile005533,5,52673001,52674000,3.32210126565431e-08,3.39544637015578e-05,14.5288392412763,Gm43685,-22173,+,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.16201,CpGTile007752,5,63892001,63893000,0.000207278164049018,0.0336788110908882,-17.4627213420317,Gm3687,40606,+,pseudogenic_transcript,pseudogene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.16232,CpGTile007753,5,64861001,64862000,4.18394208105895e-05,0.0119861599429992,16.2915601023018,Gm20033,4292,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.16252,CpGTile001182,5,65505001,65506000,9.01098844404186e-05,0.0199381716837168,-12.2390723243689,Klb,0,+,mRNA,gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.16321,CpGTile007754,5,67336001,67337000,1.11005366885714e-05,0.00437837439967337,17.7408936445081,Gm33167,51157,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.16689,CpGTile001215,5,89066001,89067000,0.000239203132118035,0.0364709143539918,10.4671717171717,Slc4a4,-15391,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.16690,CpGTile004736,5,89077001,89078000,0.000395731797760337,0.0477608900820433,-13.8503093142807,Slc4a4,-4391,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.17143,CpGTile007755,5,107340001,107341000,0.000265915219454863,0.0387245779287245,-10.2490095193704,Tgfbr3,0,-,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.17302,CpGTile006232,5,112106001,112107000,2.53928843750998e-07,0.000186779118350064,-18.7728937728938,Gm42488,-13901,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.17385,CpGTile001269,5,113357001,113358000,0.000252559974541137,0.0375605069605917,-10.4522407403197,2900026A02Rik,11103,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.17679,CpGTile001293,5,117025001,117026000,0.00023214129480871,0.0356941583610897,-10.323706193969,Gm43122,-56389,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.18025,CpGTile005541,5,122818001,122819000,6.73067949477234e-05,0.0165773322760111,17.6768320226086,P2rx7,-1005,+,transcript,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.18311,CpGTile007403,5,128954001,128955000,0.000114334414210788,0.0231305628454053,17.7769985974755,Rimbp2,0,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.18466,CpGTile007756,5,134250001,134251000,7.87624094337133e-07,0.000492773955754507,-10.601321535542,Ncf1,77,-,lnc_RNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.18505,CpGTile001362,5,134975001,134976000,2.81312305136739e-05,0.00922419864650904,-14.2877074094374,Cldn4,0,-,mRNA,gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.18530,CpGTile007757,5,135111001,135112000,0.000114736595509796,0.0231305628454053,-22.1238938053097,Vps37d,-3882,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.18825,CpGTile007758,5,139765001,139766000,4.31594141012169e-08,4.27130767994649e-05,-39.0292758089368,Ints1,-3573,-,lnc_RNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.18888,CpGTile007759,5,140875001,140876000,5.08577476497942e-09,6.7518264642269e-06,-12.9783472597876,Card11,-7042,-,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.19022,CpGTile005545,5,143902001,143903000,0.000113389163254001,0.0231305628454053,13.1933147416531,Rsph10b,5493,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.19030,CpGTile007408,5,144120001,144121000,0.000284224229478515,0.0399548478037055,-11.1470899470899,Bhlha15,-6104,+,mRNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.19325,CpGTile005548,5,150360001,150361000,2.07059906918655e-16,7.37714387299682e-13,-21.8619994116906,Fry,0,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.19498,CpGTile001427,6,12927001,12928000,0.000236429801434683,0.0362511568272318,13.203147353362,Gm44472,9479,+,unconfirmed_transcript,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.19858,CpGTile001441,6,34881001,34882000,0.000245856295780547,0.0371237349580887,-16.5550578056928,Wdr91,5499,-,mRNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.20327,CpGTile007760,6,56083001,56084000,8.28979610885576e-05,0.0187229730474161,14.013953111057,Pde1c,15994,-,mRNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.20332,CpGTile005551,6,56357001,56358000,0.000412103626514543,0.0490173723700224,11.0850439882698,Pde1c,-10386,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.20461,CpGTile005552,6,66854001,66855000,0.000419032685426379,0.0490686926778501,15.8729644857393,Gm9794,-1275,-,pseudogenic_transcript,pseudogene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.21185,CpGTile007412,6,103697001,103698000,6.13563964476676e-15,1.75773843686115e-11,-14.2197452229299,Chl1,22292,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.21216,CpGTile001510,6,107970001,107971000,1.57122478616712e-10,2.7588280524506e-07,-22.3502678136666,Setmar,-71006,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.21786,CpGTile006365,6,127306001,127307000,6.35874274114774e-05,0.0159499573717802,-12.5952790754856,Gm42458,-3182,-,unconfirmed_transcript,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.21895,CpGTile007761,6,134021001,134022000,0.000132791704687344,0.0254085647057595,11.1162255466053,Etv6,8071,+,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.22136,CpGTile001596,6,145462001,145463000,9.40460556570199e-05,0.0206412935670588,-19.4417333593597,Gm25373,52088,+,snoRNA,ncRNA_gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.22278,CpGTile007762,7,4473001,4474000,1.34789641493392e-11,2.93470542714758e-08,-11.3834726090993,Gm15494,249,-,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.22431,CpGTile005565,7,12799001,12800000,3.92971802111238e-07,0.000270758626814833,-13.6241937446757,Mzf1,-10311,-,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.22534,CpGTile004439,7,16518001,16519000,0.000181116488897941,0.0307114954076417,-14.9278419952654,Slc1a5,0,+,transcript,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.22801,CpGTile007763,7,24693001,24694000,0.000257287774066256,0.0381593607803675,-16.1158710730314,Mir7047,-5910,-,miRNA,ncRNA_gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.23035,CpGTile007764,7,28623001,28624000,0.000114727478691604,0.0231305628454053,-14.7180367474092,Actn4,-4356,-,mRNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.23255,CpGTile005570,7,34305001,34306000,2.27990168022163e-09,3.23995393225176e-06,22.9254571026723,Gm44837,31138,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.23320,CpGTile007765,7,35470001,35471000,1.15057212173825e-07,9.07638191580984e-05,-15.8585858585859,Zfp507,7594,-,transcript,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.23810,CpGTile007766,7,49208001,49209000,0.000220705309381081,0.0349113928012586,-11.7517666436427,Nav2,4363,+,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.23920,CpGTile007420,7,60623001,60624000,4.83543517271596e-08,4.69997495686559e-05,-19.2796174413821,Gm44643,-11869,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.24411,CpGTile007767,7,82019001,82020000,0.000315632075362122,0.0422118831604277,-13.5189669087974,Gm44919,27527,+,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.24446,CpGTile004442,7,83801001,83802000,2.52803984476131e-59,6.88021365205397e-55,18.1363963805892,Gm26708,0,+,lnc_RNA,ncRNA_gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.24449,CpGTile001749,7,84010001,84011000,1.47583031619846e-05,0.00539135791918885,-15.7739333769296,Arnt2,6120,-,mRNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.25006,CpGTile007768,7,115505001,115506000,0.000149746077832856,0.0271695350894658,14.5299145299145,Sox6,-45915,-,mRNA,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.25639,CpGTile005581,7,137077001,137078000,3.92597117247313e-05,0.0116138787864483,-18.2027027027027,Glrx3,37585,+,transcript,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.25643,CpGTile007422,7,137339001,137340000,0.000346914046925969,0.0441190469066719,-23.7114845938375,Gm45682,3008,+,lnc_RNA,ncRNA_gene,No,Yes,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.26121,CpGTile004800,8,11028001,11029000,3.205647727924e-07,0.000232649721952684,-10.2638479187152,Gm44956,-7188,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.26261,CpGTile007423,8,14023001,14024000,0.000241865417638071,0.0367738208163224,11.9829764596356,Tdrp,694,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.26872,CpGTile001924,8,46370001,46371000,8.64240251424036e-08,7.0383824499526e-05,-19.0870786516854,Pdlim3,1934,+,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.27008,CpGTile007769,8,52445001,52446000,0.000228815585242265,0.0354835032961853,-11.631136159438,Gm45389,38307,-,lnc_RNA,ncRNA_gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.27919,CpGTile005593,8,91554001,91555000,0.000303045547455789,0.0411896430813207,15.4244306418219,Chd9,0,+,mRNA,gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.29038,CpGTile007619,8,123403001,123404000,4.01596541120685e-05,0.0118158846037217,18.757546486356,Cbfa2t3,812,-,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.30044,CpGTile007770,9,41887001,41888000,0.000367366145497764,0.0451765532907737,-14.6255838008965,Sorl1,-1119,-,lnc_RNA,gene,No,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.30544,CpGTile007771,9,56858001,56859000,9.94136342291208e-05,0.0213869243522539,-15.517094017094,Snupn,0,+,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.32115,CpGTile002305,9,114596001,114597000,0.000173553538623931,0.0297066964629754,-23.8392238392238,Cmtm7,7520,-,transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.32469,CpGTile002336,9,123725001,123726000,7.91297231356496e-09,9.78467918853445e-06,-11.6854206575461,ENSMUSG00000120693,0,+,lnc_RNA,ncRNA_gene,Yes,Yes,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.32480,CpGTile004565,10,3217001,3218000,2.55188762433784e-06,0.00136178761362577,15.6194465600406,H60c,0,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.32590,CpGTile006646,10,8633001,8634000,4.19423257136867e-06,0.00209446938328317,-14.5104374326894,Sash1,-477,-,mRNA,gene,Yes,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.33028,CpGTile007772,10,36824001,36825000,0.000191300568395787,0.0319408644701213,-28.4004127966976,Hdac2,-25540,+,mRNA,gene,No,No,No
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.33523,CpGTile006666,10,61206001,61207000,0.000223448064221058,0.0350338798633338,-16.8794326241135,Gm48074,9828,-,unconfirmed_transcript,gene,No,No,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.33583,CpGTile005622,10,62154001,62155000,3.17471298211954e-05,0.0100467137066113,12.5875875875876,Hk1,0,-,mRNA,gene,Yes,Yes,Yes
HDM_ESR1_Male-v-HDM_WT_MaleCpGTile.34093,CpGTile002463,10,79571001,79572000,1.91202483614446e-05,0.00667139932289778,-13.3588538586827,Polrmt,603,-,lnc_RNA,gene,Yes,Yes,Yes
